-7.079,7.8182
-7.5122,-7.5351
-0.97223,0.92697
-0.85635,3.6346
4.1268,-9.6062
-1.1537,-1.4241
-0.85083,1.5927
1.4529,0.32497
-1.4135,-0.50867
-9.297,-2.6905
1.8629,-3.2873
2.0978,-2.8054
-3.2468,1.8867
-10.384,1.9459
0.025122,-3.4547
-0.33187,1.7868
2.4198,2.6054
2.6619,-10.409
2.2005,-2.0457
-0.74858,10.817
10.617,-0.20813
10.945,0.069382
-3.3272,-10.165
-4.2567,-9.7842
2.465,2.693
-3.4746,0.0059825
-8.0845,6.9432
-1.9146,-3.0909
-1.2499,0.95603
0.40965,-3.0422
-1.4794,0.082685
-10.634,2.2772
6.2776,-5.4362
-3.2937,2.1941
7.1609,7.907
-0.55264,1.7021
1.0626,-0.44054
-7.3293,4.0451
6.3803,7.2818
-3.4124,-0.22833
-1.9945,-2.7242
-6.6112,5.8178
2.8287,-2.1163
7.1098,7.6335
-6.7613,0.18952
-3.1073,-0.70616
0.0032528,1.5629
-0.068877,-10.496
-0.27698,3.5388
-3.9867,-6.2427
-0.69222,10.429
10.624,2.1437
-8.2622,6.568
5.9488,1.0923
-2.7716,-10.641
5.5575,-4.3382
0.63393,1.7571
-0.023195,1.1011
7.9512,-4.4415
-8.8431,-6.1986
-6.6125,-8.033
7.5577,-7.4892
-1.9519,3.0052
-6.0661,3.7866
-1.957,0.0063722
-1.483,-0.32587
-2.4336,-2.9496
-1.7932,0.014941
3.3191,-1.4846
-3.0965,1.6388
-9.6346,4.3207
8.5579,-6.1379
-3.3107,0.44247
0.22221,1.0261
-10.627,1.645
-0.1249,1.6412
5.1568,-9.3726
-6.3263,1.25
-1.799,0.75776
4.3166,-8.2084
-1.0866,10.624
2.1506,-6.4366
-3.0289,-0.58685
-3.1865,0.091474
6.2754,-7.5313
-1.4002,-0.45376
3.7934,-0.70637
9.4071,4.9212
3.14,1.3247
10.719,0.51646
3.3674,-2.0786
-1.0237,-1.4098
0.64831,1.7183
0.97687,-1.2414
2.3279,3.2078
-1.0429,3.2083
2.894,-2.5501
-8.3671,-4.0843
-0.45114,10.565
-0.57989,3.8433
3.9888,-0.03943
8.7645,-6.5013
-10.874,1.641
-3.6575,0.56567
2.2668,8.1465
-1.9941,2.7158
-1.0758,9.8433
7.71,4.919
1.8148,10.293
-1.8841,2.7353
-1.1384,-3.0217
-2.5789,-5.9383
-2.7216,-1.3852
3.044,0.43572
-0.25726,3.1069
-2.8969,2.6355
-3.7266,0.15699
2.0154,10.729
9.375,4.7552
3,2.1328
-10.402,-3.1686
-3.6983,-0.26837
-1.474,0.98804
3.1208,-1.0273
0.54543,-1.0163
1.6847,3.029
0.67101,7.1569
7.2633,-7.7925
5.3361,6.0298
-0.40997,-1.4053
0.9042,9.4298
3.9082,-10.153
-7.9091,-7.0371
-7.2497,-7.4817
3.098,0.96762
-10.625,-2.7432
3.962,-0.40173
-2.0321,7.9901
-1.5631,0.96885
7.8176,7.3286
-2.3172,7.762
2.8,-2.4253
-6.3515,-8.3193
-3.3469,10.094
-0.38454,1.5316
1.265,-3.6287
8.6133,6.0931
4.3549,-9.6976
1.1398,3.7122
-2.6535,2.5717
-0.81299,0.66299
1.3252,0.69012
-2.9616,2.6772
3.114,5.3013
-9.9767,3.0876
5.5608,-4.6853
1.9102,-0.19971
3.0644,10.357
-2.066,3.1771
1.071,-3.4624
3.077,-0.43262
-0.053583,1.0526
0.69572,-1.517
-0.3059,9.6998
0.57392,-10.728
-10.3,-3.8085
-1.8657,-0.0049141
10.467,3.069
-3.4683,-0.0087338
-1.492,10.398
6.0483,5.267
3.003,-0.77818
3.9814,10.03
-3.0543,0.37018
-0.84634,3.015
0.14261,10.736
0.88205,-3.2491
8.8752,2.9968
0.35225,-3.9739
-10.141,-3.664
9.9081,3.7884
4.243,-7.8675
-5.994,8.6854
-4.3702,-9.9617
6.9374,-8.0573
1.0901,0.44786
-4.46,7.3147
-2.6414,-2.9211
-2.3414,-1.9702
-1.5378,3.2182
0.17753,-1.7995
0.023596,1.5302
1.226,-1.3783
-7.1479,6.443
0.59388,10.826
8.9574,5.5808
5.7296,5.91
-2.5992,7.8077
-6.4712,-8.7482
-0.97724,-3.8518
-1.3564,-1.0409
0.68275,-1.138
3.003,6.7955
2.1734,-2.514
7.1779,4.2981
9.5221,-4.3214
3.6142,-0.95919
-4.9564,-5.4073
3.3767,-0.21531
-10.574,0.086609
-9.9001,-3.7412
-3.5031,-1.772
-1.6021,-10.486
3.2363,-2.2365
6.9791,7.8218
-1.5077,-10.689
7.3554,-2.6286
-2.2219,-2.7716
-3.1693,7.9363
10.608,-1.8442
-0.85412,1.2877
-1.5247,-3.0505
8.2621,4.1051
-5.9588,8.7677
9.5721,4.3972
0.63463,2.9457
-4.9063,9.8129
-0.7976,1.8003
0.15993,-3.8141
-9.463,1.7823
-6.129,8.591
1.7701,0.14495
5.2815,-9.5275
2.2834,3.0379
-0.99317,7.7888
3.1589,-10.116
-0.91235,1.4768
4.2491,9.5442
-2.9528,-2.1194
4.7717,9.5356
1.1241,-10.504
1.6367,2.8178
1.4578,1.1192
5.2939,9.4711
10.989,0.090753
-1.57,10.363
-1.5294,2.9557
-6.01,7.0632
1.7971,2.443
2.6137,-10.381
-3.869,0.8314
-1.0844,0.15444
2.2347,-2.0359
-10.168,-3.138
3.7044,1.2607
6.1464,-5.8245
-9.5963,-4.53
5.0372,-9.2854
-1.3273,-1.3094
-0.28348,1.0001
-6.8235,-2.8489
-3.1495,2.3171
-0.7421,3.3906
5.285,7.2562
-5.604,-9.4238
-1.5656,-0.71018
-10.386,-2.327
-5.0088,9.7862
-1.6405,-0.85483
-1.957,-2.8001
0.024377,3.6833
7.986,7.4678
2.4512,2.7316
8.9468,-5.3107
3.6909,-10.064
10.512,-3.1323
1.3671,0.54828
-7.8202,7.5865
1.3284,0.42044
9.2222,5.5705
-1.0771,2.8753
-6.9281,-8.3829
-4.2594,-8.9651
-3.0737,-0.89766
8.536,-2.7517
-0.84352,-0.60593
8.7393,-5.961
1.2849,-3.4321
2.0148,-3.0979
3.1728,-1.9264
-0.1346,-3.8545
-2.6338,-2.9671
3.2418,0.70449
-3.4309,-1.7679
2.475,2.7537
-4.0515,-4.5263
2.3984,2.4082
1.5346,1.0192
6.6554,8.4871
1.5248,-2.5868
2.8736,-0.9258
3.3565,-8.5105
-1.3309,-2.7602
2.8489,-1.924
-3.3681,10.357
-1.6758,1.0484
-6.7617,8.4522
-1.2843,-10.868
2.135,2.1122
-1.0835,0.53204
0.71862,0.96295
7.8261,4.6252
-1.5156,7.7517
7.7529,7.5829
2.539,2.3295
-10.002,4.2788
2.0247,-10.633
-1.1164,2.789
1.8409,2.5804
3.6343,-5.5827
-1.3748,-0.32025
-2.8643,2.6464
-1.4063,-0.29384
-1.0719,-1.5766
7.8022,1.6217
2.6738,10.124
2.2895,-10.743
1.8869,-2.6031
-9.7905,4.0529
-2.6357,-2.9272
