-27.298,18.889
13.231,-37.062
-5.5261,-7.5692
-11.053,6.3564
-41.957,-29.001
-54.732,1.9398
-50.187,11.162
-0.96069,6.3027
42.624,-16.316
-4.405,8.907
-11.826,31.553
39.438,46.156
38.84,46.443
2.9531,2.2096
13.839,-26.773
-3.0828,15.574
-38.347,43.395
-18.618,-2.5545
24.748,1.2111
-9.4136,26.088
-38.691,-38.986
18.62,-15.719
-38.952,46.356
45.42,-23.575
39.064,-16.319
0.22537,-6.6537
8.8385,2.1701
1.1405,-57.684
3.6749,0.75746
-39.142,-0.28138
19.706,44.857
20.427,50.154
3.144,-5.7633
6.6521,-10.082
16.931,-41.777
15.682,22.961
18.03,-48.32
-5.5844,3.7197
7.93,41.741
-21.694,25.478
-24.58,-2.8349
-12.189,-13.791
5.7338,-2.1883
10.144,18.588
-6.4722,-11.085
14.897,-11.383
-3.2092,-18.501
52.496,29.342
-18.203,-16.097
12.88,9.0942
-23.166,-8.3475
6.8369,0.4716
8.8501,31.837
-26.894,2.9955
7.2551,16.566
-31.315,-28.67
-32.794,-43.439
-4.4558,5.1306
2.0372,27.46
-53.262,-13.058
-45.658,3.0618
10.275,-6.784
-7.6866,20.561
-19.572,-30.816
-0.78065,6.1414
-50.123,34.578
-34.707,29.115
0.094523,3.5145
-29.735,4.9992
-4.6737,-45.579
-23.679,18.821
39.245,-37.972
-27.539,19.575
48.403,0.76941
2.0202,45.516
50.586,20.916
-42.891,-14.018
12.93,-17.162
3.0293,9.2039
3.0721,0.98451
-36.959,-32.07
-20.31,-6.0272
19.517,-9.9417
-32.407,32.238
11.064,6.3286
-36.136,23.286
-2.0906,6.3973
34.866,18.878
39.042,6.1708
-39.267,-15.386
-19.185,-30.846
-11.994,-38.051
2.5404,-2.3029
-19.624,57.183
13.942,5.8051
18.974,16.046
-17.339,-16.86
16.123,14.852
-4.081,11.996
15.799,14.9
-5.7411,14.764
-3.4946,51.147
49.303,-28.892
-14.116,55.431
-24.456,30.556
-0.21982,3.9708
-11.83,-4.8762
-8.3397,53.595
31.944,-10.836
17.304,-24.922
7.242,-20.584
-14.436,36.714
-1.2942,-24.033
-0.91527,3.8212
6.6215,6.1496
-6.4981,-17.456
9.8805,-7.6798
-5.0569,-11.341
-42.17,-4.9239
3.0415,5.2707
2.2531,27.511
-6.7169,-35.95
2.0646,3.2333
1.8963,-6.4337
23.113,-20.542
-53.015,-21.716
17.32,28.298
33.729,14.369
-43.867,-32.292
-56.105,10.555
24.871,-48.961
46.629,28.388
6.9176,-7.1729
3.1045,57.614
14.737,-10.361
-50.334,-9.5039
6.3347,20.222
0.90453,-3.056
43.135,14.823
-8.9954,38.806
-14.611,15.832
-27.344,4.1566
30.061,5.6028
-26.215,29.977
-28.173,31.708
40.727,13.634
-12.013,-10.556
22.397,-36.343
-16.237,-18.754
-25.528,-17.471
-16.863,7.0496
21.702,-0.85837
21.845,10.582
13.532,-59.418
1.5803,-12.417
3.1268,-5.3935
-2.3552,-6.3721
55.633,-23.733
16.304,49.244
-57.836,1.1536
-12.655,8.4038
-31.579,23.883
32.295,9.0363
-23.362,-39.06
-0.5441,3.8856
21.828,2.6098
31.421,-11.509
41.966,-39.708
38.394,-8.4875
17.502,12.158
25.6,22.031
-21.744,-2.448
42.586,28.308
-10.482,47.119
51.591,3.7926
51.394,-3.8811
3.1825,0.1099
-50.947,19.101
6.065,-27.05
-4.9267,-7.6561
4.0124,57.103
-0.040732,33.606
-21.213,-3.4458
2.9417,12.44
-12.914,-1.2965
54.22,26.373
55.368,-16.866
16.231,26.067
29.297,-15.674
5.9655,2.4545
4.9711,-42.454
21.102,11.774
-11.741,44.025
5.4592,-3.8598
-49.135,22.75
21.025,2.3043
32.382,17.598
-8.7515,-4.2939
30.249,4.0338
-15.244,-2.6172
8.4325,-38.253
0.13911,-42.321
0.8619,-45.698
-14.134,46.588
55.502,-14.005
14.484,-5.4868
-11.583,31.719
-18.435,15.755
-37.106,-39.942
-31.345,12.178
25.837,-21.96
-37.86,-29.804
43.74,-32.376
0.60351,12.876
-5.771,-11.182
21.303,-16.851
-12.524,34.076
-28.678,35.965
-8.8743,-22.554
-3.1769,1.7568
-22.865,-46.618
58.72,-15.778
10.101,-7.9604
-5.717,51.626
4.3729,-45.308
-42.183,43.283
-2.9393,15.509
-17.446,6.1663
-15.345,32.903
-37.852,-46.711
-3.0138,2.3723
21.282,-2.6425
23.301,15.472
3.8371,-45.158
-34.09,-13.857
18.56,-41.786
17.699,35.449
-50.642,-33.524
-23.419,-14.067
-41.568,24.327
31.227,-13.088
2.4817,-2.8591
2.0907,15.631
16.372,-22.641
-46.056,14.086
4.6457,-17.782
-9.2487,0.062734
-4.1368,-30.228
23.599,-20.092
-38.821,6.7033
