-7.079,7.8182
-7.5122,-7.5351
-0.97223,0.92697
-0.85635,3.6346
4.1268,-9.6062
-1.1537,-1.4241
-0.85083,1.5927
1.4529,0.32497
-1.4135,-0.50867
6.3889,-4.6704
1.8629,-3.2873
2.0978,-2.8054
-3.2468,1.8867
-10.384,1.9459
0.025122,-3.4547
-0.33187,1.7868
2.4198,2.6054
2.6619,-10.409
2.2005,-2.0457
-0.74858,10.817
10.617,-0.20813
10.945,0.069382
-3.3272,-10.165
-4.2567,-9.7842
2.465,2.693
-3.4746,0.0059825
-8.0845,6.9432
-1.9146,-3.0909
-1.2499,0.95603
0.40965,-3.0422
-1.4794,0.082685
-10.634,2.2772
-7.1946,-1.0725
-3.2937,2.1941
7.1609,7.907
-0.55264,1.7021
1.0626,-0.44054
-7.2994,1.8583
7.2828,1.9697
-3.4124,-0.22833
-1.9945,-2.7242
4.6319,5.7602
2.8287,-2.1163
7.1098,7.6335
1.4125,-7.4509
-3.1073,-0.70616
0.0032528,1.5629
-0.068877,-10.496
-0.27698,3.5388
-5.0778,-4.8917
-0.69222,10.429
10.624,2.1437
-8.2622,6.568
-7.5105,-2.0749
-2.7716,-10.641
6.032,-4.1037
0.63393,1.7571
-0.023195,1.1011
4.4775,5.9333
-8.8431,-6.1986
-6.6125,-8.033
7.5577,-7.4892
-1.9519,3.0052
7.8227,1.1391
-1.957,0.0063722
-1.483,-0.32587
-2.4336,-2.9496
-1.7932,0.014941
3.3191,-1.4846
-3.0965,1.6388
-9.6346,4.3207
8.5579,-6.1379
-3.3107,0.44247
0.22221,1.0261
-10.627,1.645
-0.1249,1.6412
5.1568,-9.3726
-4.5325,-5.5738
-1.799,0.75776
4.0635,6.168
-1.0866,10.624
2.761,-7.24
-3.0289,-0.58685
-3.1865,0.091474
1.0749,7.0294
-1.4002,-0.45376
3.7934,-0.70637
9.4071,4.9212
3.14,1.3247
10.719,0.51646
3.3674,-2.0786
-1.0237,-1.4098
0.64831,1.7183
0.97687,-1.2414
2.3279,3.2078
-1.0429,3.2083
2.894,-2.5501
-6.5858,3.5975
-0.45114,10.565
-0.57989,3.8433
3.9888,-0.03943
8.7645,-6.5013
-10.874,1.641
-3.6575,0.56567
-5.7503,-4.5988
-1.9941,2.7158
-7.0205,1.6592
-1.2671,7.8529
1.8148,10.293
-1.8841,2.7353
-1.1384,-3.0217
0.3194,-7.5518
-2.7216,-1.3852
3.044,0.43572
-0.25726,3.1069
-2.8969,2.6355
-3.7266,0.15699
2.0154,10.729
9.375,4.7552
3,2.1328
-10.402,-3.1686
-3.6983,-0.26837
-1.474,0.98804
3.1208,-1.0273
0.54543,-1.0163
1.6847,3.029
2.4593,7.5731
7.2633,-7.7925
6.9245,3.7674
-0.40997,-1.4053
2.3709,-6.6194
3.9082,-10.153
-7.9091,-7.0371
-7.2497,-7.4817
3.098,0.96762
-10.625,-2.7432
3.962,-0.40173
-0.28089,7.4197
-1.5631,0.96885
7.8176,7.3286
5.0939,-5.6816
2.8,-2.4253
-6.3515,-8.3193
-3.3469,10.094
-0.38454,1.5316
1.265,-3.6287
8.6133,6.0931
4.3549,-9.6976
1.1398,3.7122
-2.6535,2.5717
-0.81299,0.66299
1.3252,0.69012
-2.9616,2.6772
-7.2224,-1.8066
-9.9767,3.0876
-4.1766,-6.5463
1.9102,-0.19971
3.0644,10.357
-2.066,3.1771
1.071,-3.4624
3.077,-0.43262
-0.053583,1.0526
0.69572,-1.517
-4.5414,5.8155
0.57392,-10.728
-10.3,-3.8085
-1.8657,-0.0049141
10.467,3.069
-3.4683,-0.0087338
-1.492,10.398
-4.9404,-5.3873
3.003,-0.77818
3.9814,10.03
-3.0543,0.37018
-0.84634,3.015
0.14261,10.736
0.88205,-3.2491
-5.8705,-4.4739
0.35225,-3.9739
-10.141,-3.664
9.9081,3.7884
6.8641,2.8256
-5.994,8.6854
-4.3702,-9.9617
6.9374,-8.0573
1.0901,0.44786
7.4829,1.9093
-2.6414,-2.9211
-2.3414,-1.9702
-1.5378,3.2182
0.17753,-1.7995
0.023596,1.5302
1.226,-1.3783
5.4005,5.3937
0.59388,10.826
8.9574,5.5808
0.72514,6.9971
-1.4405,7.4764
-6.4712,-8.7482
-0.97724,-3.8518
-1.3564,-1.0409
0.68275,-1.138
5.1962,-5.5649
2.1734,-2.514
-1.4781,-7.3182
9.5221,-4.3214
3.6142,-0.95919
6.2177,-4.2949
3.3767,-0.21531
-10.574,0.086609
-9.9001,-3.7412
-3.5031,-1.772
-1.6021,-10.486
3.2363,-2.2365
6.9791,7.8218
-1.5077,-10.689
7.4317,1.0052
-2.2219,-2.7716
-6.8829,-3.776
10.608,-1.8442
-0.85412,1.2877
-1.5247,-3.0505
7.6552,-0.34242
-5.9588,8.7677
9.5721,4.3972
0.63463,2.9457
-4.9063,9.8129
-0.7976,1.8003
0.15993,-3.8141
-6.6696,2.977
-6.129,8.591
1.7701,0.14495
5.2815,-9.5275
2.2834,3.0379
0.75872,7.2198
3.1589,-10.116
-0.91235,1.4768
4.2491,9.5442
-2.9528,-2.1194
4.7717,9.5356
1.1241,-10.504
1.6367,2.8178
1.4578,1.1192
5.2939,9.4711
10.989,0.090753
-1.57,10.363
-1.5294,2.9557
-2.9251,6.7048
1.7971,2.443
2.6137,-10.381
-3.869,0.8314
-1.0844,0.15444
2.2347,-2.0359
-10.168,-3.138
3.7044,1.2607
-1.4153,-6.886
-9.5963,-4.53
5.0372,-9.2854
-1.3273,-1.3094
-0.28348,1.0001
5.0682,5.6374
-3.1495,2.3171
-0.7421,3.3906
5.505,5.2511
-5.604,-9.4238
-1.5656,-0.71018
-10.386,-2.327
-5.0088,9.7862
-1.6405,-0.85483
-1.957,-2.8001
0.024377,3.6833
7.986,7.4678
2.4512,2.7316
8.9468,-5.3107
3.6909,-10.064
10.512,-3.1323
1.3671,0.54828
-7.8202,7.5865
1.3284,0.42044
9.2222,5.5705
-1.0771,2.8753
-6.9281,-8.3829
-7.8563,0.34184
-3.0737,-0.89766
7.214,-0.24441
-0.84352,-0.60593
8.7393,-5.961
1.2849,-3.4321
2.0148,-3.0979
3.1728,-1.9264
-0.1346,-3.8545
-2.6338,-2.9671
3.2418,0.70449
-3.4309,-1.7679
2.475,2.7537
-4.4619,-6.5435
2.3984,2.4082
1.5346,1.0192
6.6554,8.4871
1.5248,-2.5868
2.8736,-0.9258
3.5569,6.4743
-1.3309,-2.7602
2.8489,-1.924
-3.3681,10.357
-1.6758,1.0484
-6.7617,8.4522
-1.2843,-10.868
2.135,2.1122
-1.0835,0.53204
0.71862,0.96295
-7.0195,-1.7918
7.2449,-0.52757
7.7529,7.5829
2.539,2.3295
-10.002,4.2788
2.0247,-10.633
-1.1164,2.789
1.8409,2.5804
6.2582,3.8498
-1.3748,-0.32025
-2.8643,2.6464
-1.4063,-0.29384
-1.0719,-1.5766
-4.173,6.0038
2.6738,10.124
2.2895,-10.743
1.8869,-2.6031
-9.7905,4.0529
